City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
560,Aquiraz,BR,-3.9014,-38.3911,85.21,64,76,15.01,broken clouds,2021-11-16 01:50:21
561,Waynesville,US,35.4887,-82.9887,43.88,54,80,3.0,broken clouds,2021-11-16 01:50:22
562,Patrocinio,BR,-18.9439,-46.9925,64.63,86,61,4.36,broken clouds,2021-11-16 01:50:22
563,Ahipara,NZ,-35.1667,173.1667,68.77,67,54,11.81,broken clouds,2021-11-16 01:50:22
564,Ugoofaaru,MV,5.6667,73.0,81.21,78,100,20.04,heavy intensity rain,2021-11-16 01:50:23
565,Uong Bi,VN,21.0333,106.7833,73.38,79,100,4.56,overcast clouds,2021-11-16 01:50:23
566,Bonthe,SL,7.5264,-12.505,78.4,81,27,3.0,scattered clouds,2021-11-16 01:50:24
567,Mandan,US,46.8267,-100.8896,44.04,93,1,10.36,clear sky,2021-11-16 01:50:25
568,Lesnoye,RU,58.2841,35.5158,28.81,67,100,11.48,overcast clouds,2021-11-16 01:50:25
569,Rawson,AR,-43.3002,-65.1023,50.45,53,0,7.43,clear sky,2021-11-16 01:50:26
570,Pavilosta,LV,56.8879,21.1859,37.31,88,100,10.54,overcast clouds,2021-11-16 01:50:26
571,Kununurra,AU,-15.7667,128.7333,94.98,15,99,12.66,overcast clouds,2021-11-16 01:50:27
572,Mistrato,CO,5.2973,-75.8832,65.79,99,100,1.63,overcast clouds,2021-11-16 01:50:27
573,Tabuk,PH,17.4189,121.4443,79.57,81,82,3.29,moderate rain,2021-11-16 01:50:28
574,Nemuro,JP,43.3236,145.575,43.23,61,5,11.99,clear sky,2021-11-16 01:50:28
575,Almaznyy,RU,48.0448,40.045,24.94,87,16,9.93,few clouds,2021-11-16 01:50:29
576,Abbeville,FR,50.1,1.8333,48.16,80,100,3.06,overcast clouds,2021-11-16 01:50:29
577,Blagoveshchenka,RU,52.8333,79.8667,19.08,93,96,4.34,overcast clouds,2021-11-16 01:50:30
578,Aksarka,RU,66.5606,67.7975,3.69,97,100,5.88,overcast clouds,2021-11-16 01:50:30
579,Taga,RO,46.95,24.05,30.29,86,4,2.66,clear sky,2021-11-16 01:50:31
580,Hella,NO,67.2,14.4333,46.54,76,75,18.41,shower rain,2021-11-16 01:50:31
581,Brunswick,US,41.2381,-81.8418,35.96,77,90,7.0,overcast clouds,2021-11-16 01:46:09
582,Ornskoldsvik,SE,63.2909,18.7153,36.55,80,99,11.5,overcast clouds,2021-11-16 01:50:32
583,Suluq,LY,31.6682,20.2521,63.77,78,0,6.78,clear sky,2021-11-16 01:50:32
584,Voyvozh,RU,62.892,54.9635,20.17,94,100,9.4,light snow,2021-11-16 01:50:33
585,Vermilion,US,40.1667,-87.7506,38.97,77,90,1.01,overcast clouds,2021-11-16 01:50:33
586,Pasni,PK,25.2631,63.471,71.38,33,27,8.7,scattered clouds,2021-11-16 01:50:33
587,Hami,CN,42.8,93.45,33.85,51,14,7.09,few clouds,2021-11-16 01:50:34
588,Khorixas,NA,-20.3667,14.9667,71.51,28,94,2.66,overcast clouds,2021-11-16 01:50:34
589,Sauk Rapids,US,45.5919,-94.1661,31.98,78,90,4.61,overcast clouds,2021-11-16 01:50:34
590,Lubango,AO,-14.9172,13.4925,61.32,83,100,2.1,light rain,2021-11-16 01:50:35
591,Zaozhuang,CN,34.8647,117.5542,56.84,45,3,7.14,clear sky,2021-11-16 01:50:35
592,Ndele,CF,8.4109,20.6473,72.54,70,8,3.8,clear sky,2021-11-16 01:50:36
593,Humaita,BR,-7.5061,-63.0208,77.11,89,95,1.36,overcast clouds,2021-11-16 01:50:36
594,Terme,TR,41.2092,36.9739,54.97,77,100,6.87,overcast clouds,2021-11-16 01:50:37
595,Suifenhe,CN,44.4,131.1667,32.67,46,0,10.98,clear sky,2021-11-16 01:50:37
596,Bambanglipuro,ID,-7.95,110.2833,79.52,81,100,2.21,overcast clouds,2021-11-16 01:50:38
597,Batagay,RU,67.6333,134.6333,-9.44,97,100,2.1,overcast clouds,2021-11-16 01:50:38
598,Espinosa,BR,-14.9261,-42.8192,67.89,83,97,8.1,overcast clouds,2021-11-16 01:50:38
599,Lasa,IT,46.6166,10.7002,40.03,85,100,0.49,overcast clouds,2021-11-16 01:50:39
600,Dusti,TJ,37.3481,68.664,36.32,50,4,5.08,clear sky,2021-11-16 01:50:39
601,Mokshan,RU,53.4365,44.6132,22.59,91,30,6.71,scattered clouds,2021-11-16 01:50:40
602,Pedasi,PA,7.5333,-80.0333,78.06,80,32,4.99,scattered clouds,2021-11-16 01:50:40
603,Inirida,CO,3.8653,-67.9239,76.87,87,100,1.45,overcast clouds,2021-11-16 01:50:40
604,Jalingo,NG,8.8833,11.3667,77.63,53,100,1.23,overcast clouds,2021-11-16 01:50:41
605,Ziparion,GR,36.875,27.2042,47.77,63,25,8.52,scattered clouds,2021-11-16 01:50:41
606,Behshahr,IR,36.6923,53.5526,52.18,73,100,7.0,overcast clouds,2021-11-16 01:50:41
607,Krasnovishersk,RU,60.4078,57.082,18.07,94,100,8.03,light snow,2021-11-16 01:50:42
608,Keningau,MY,5.3378,116.1602,81.05,71,90,1.59,overcast clouds,2021-11-16 01:50:42
609,Xichang,CN,27.8964,102.2634,55.42,73,65,2.62,broken clouds,2021-11-16 01:50:42
610,Phan Thiet,VN,10.9333,108.1,80.69,75,100,2.42,overcast clouds,2021-11-16 01:48:53
611,Fort-Shevchenko,KZ,44.5086,50.263,40.17,78,100,26.31,overcast clouds,2021-11-16 01:50:43
612,Kharan,PK,28.5833,65.4167,51.51,34,1,1.86,clear sky,2021-11-16 01:50:43
613,Moussoro,TD,13.6408,16.4901,79.99,12,86,10.45,overcast clouds,2021-11-16 01:50:43
614,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,74,20,13.15,few clouds,2021-11-16 01:50:44
615,Santa Helena,BR,-2.2311,-45.3,74.07,93,86,2.06,overcast clouds,2021-11-16 01:50:44
616,Kaspiyskiy,RU,45.3929,47.3707,36.1,76,98,20.56,overcast clouds,2021-11-16 01:50:45
617,Tigil,RU,57.8,158.6667,29.05,97,100,2.62,snow,2021-11-16 01:50:45
618,Celendin,PE,-6.8703,-78.1517,57.16,84,100,1.01,light rain,2021-11-16 01:50:45
619,Marzuq,YE,14.4,46.4667,63.48,34,15,1.95,few clouds,2021-11-16 01:50:46
620,Ratnagiri,IN,16.9833,73.3,80.19,77,100,4.25,overcast clouds,2021-11-16 01:50:46
621,Reconquista,AR,-29.15,-59.65,74.86,75,0,2.3,clear sky,2021-11-16 01:50:47
622,Baiao,BR,-2.7906,-49.6717,74.59,96,100,1.81,overcast clouds,2021-11-16 01:50:47
623,Kholodnyy,RU,62.7167,147.95,1.17,97,88,3.47,overcast clouds,2021-11-16 01:50:47
624,Yantai,CN,37.5333,121.4,52.25,54,0,4.85,clear sky,2021-11-16 01:50:48
625,Narimanov,RU,46.6927,47.8498,33.71,73,94,19.6,overcast clouds,2021-11-16 01:50:49
626,Bermeo,ES,43.4209,-2.7215,53.71,84,100,7.43,overcast clouds,2021-11-16 01:50:49
627,Mahibadhoo,MV,3.7833,72.9667,82.11,78,70,18.19,broken clouds,2021-11-16 01:50:50
628,Nguruka,TZ,-5.1092,31.0419,68.38,83,91,3.27,light rain,2021-11-16 01:50:50
629,Potiskum,NG,11.7091,11.0694,75.92,19,100,6.55,overcast clouds,2021-11-16 01:50:51
630,Labuan,MY,5.2767,115.2417,84.56,74,20,1.99,few clouds,2021-11-16 01:50:51
631,Simao,CN,22.7886,100.9748,62.29,97,100,2.3,overcast clouds,2021-11-16 01:50:51
632,Pochutla,MX,15.7432,-96.4661,72.93,82,0,3.6,clear sky,2021-11-16 01:50:52
633,Bara,NG,10.3744,10.7288,74.35,26,100,4.23,overcast clouds,2021-11-16 01:50:52
634,Makhachkala,RU,42.9764,47.5024,37.38,80,100,25.93,overcast clouds,2021-11-16 01:50:52
635,Auki,SB,-8.7676,160.7034,82.22,76,92,1.03,overcast clouds,2021-11-16 01:50:53
636,Lincoln,US,40.8,-96.667,53.98,67,1,4.0,clear sky,2021-11-16 01:46:16
637,Hatillo,PR,18.4863,-66.8254,79.84,87,3,10.6,clear sky,2021-11-16 01:50:54
638,Aras,ES,42.5617,-2.356,46.06,81,90,8.05,overcast clouds,2021-11-16 01:50:54
639,Kazachinskoye,RU,57.6953,93.2761,24.1,94,100,8.01,light snow,2021-11-16 01:50:55
640,San Pedro,PH,14.35,121.0167,87.31,68,90,5.75,overcast clouds,2021-11-16 01:50:55
641,Chifeng,CN,42.2683,118.9636,35.19,54,0,3.87,clear sky,2021-11-16 01:50:55
642,Plettenberg Bay,ZA,-34.0527,23.3716,62.78,76,99,8.66,overcast clouds,2021-11-16 01:50:56
643,Varhaug,NO,58.6147,5.6457,50.49,89,100,12.12,overcast clouds,2021-11-16 01:50:56
644,Ziro,IN,27.6333,93.8333,41.74,64,7,2.59,clear sky,2021-11-16 01:50:57
645,Stephenville,US,32.2207,-98.2023,70.39,72,1,4.61,clear sky,2021-11-16 01:50:57
646,Kem,RU,64.9555,34.5793,34.97,97,100,17.38,light rain,2021-11-16 01:50:57
